# This is the list of all model files in descending order of f1-score
# Duplicate models are removed based on their performance
# Date: 09/13/2018

model_name,f1_score,roc_auc_score,total_actives,predicted_actives,version
classifier_multidrug_resistance_protein_1,0.8387096774193549,0.8666877138015922,124,93,py27
classifier_carbonic_anhydrase_5a_mitochondrial,0.8387096774193549,0.8709178461987451,35,27,py27
classifier_gamma_aminobutyric_acid_receptor_subunit_alpha_2,0.8387096774193549,0.8923385401507066,33,29,py35
classifier_prostaglandin_g_h_synthase_1,0.8387096774193548,0.8611111111111112,72,52,py27
classifier_cocaine_esterase,0.8387096774193548,0.8611111111111112,18,13,py35
classifier_vascular_endothelial_growth_factor_receptor_1,0.8358208955223881,0.8981532779316713,35,32,py35
classifier_serine_threonine_protein_kinase_plk4,0.8333333333333333,0.9959514170040487,10,14,py27
classifier_proteasome_subunit_beta_type_2,0.8333333333333333,0.8571428571428572,7,5,py35
classifier_amp_deaminase_3,0.8333333333333333,0.8571428571428572,7,5,py27
classifier_carnitine_o_palmitoyltransferase_2_mitochondrial,0.8333333333333333,0.9960629921259843,5,7,py27
classifier_caspase_2,0.8333333333333333,0.8571428571428572,7,5,py27
classifier_protein_arginine_n_methyltransferase_1,0.8333333333333333,0.8571428571428572,7,5,py35
classifier_voltage_dependent_l_type_calcium_channel_subunit_alpha_1d,0.8333333333333333,0.8571428571428572,7,5,py35
classifier_sodium_channel_protein_type_10_subunit_alpha,0.8260869565217391,0.8518518518518519,27,19,py35
classifier_cytosolic_phospholipase_a2,0.823529411764706,0.8616360650843409,29,22,py27
classifier_epithelial_discoidin_domain_containing_receptor_1,0.8235294117647058,0.9952978056426331,7,10,py35
classifier_insulin_receptor,0.8235294117647058,0.85,10,7,py27
classifier_nischarin,0.819672131147541,0.8771870249991914,33,28,py27
classifier_menin,0.8181818181818182,0.9061323292092524,11,11,py35
classifier_phenylethanolamine_n_methyltransferase,0.8181818181818182,0.9071752002786485,11,11,py27
classifier_melanocortin_receptor_3,0.8181818181818182,0.8739270386266094,12,10,py35
classifier_peptidyl_prolyl_cis_trans_isomerase_nima_interacting_1,0.8181818181818181,0.8461538461538461,13,9,py27
classifier_transient_receptor_potential_cation_channel_subfamily_a_member_1,0.8157894736842106,0.8857554082344731,40,36,py35
classifier_carbonic_anhydrase_4,0.8148148148148148,0.8738052568697731,44,37,py27
classifier_sterol_o_acyltransferase_1,0.8148148148148148,0.8655418072740907,30,24,py27
classifier_microtubule_associated_protein_tau,0.8146399055489966,0.8817518248175182,450,397,py27
classifier_muscarinic_acetylcholine_receptor_m4,0.8115942028985508,0.8496563573883161,40,29,py35
classifier_ectonucleotide_pyrophosphatase_phosphodiesterase_family_member_2,0.8095238095238096,0.8534760589318602,24,18,py27
classifier_histone_deacetylase_11,0.8095238095238095,0.8400000000000001,25,17,py27
classifier_sigma_non_opioid_intracellular_receptor_1,0.8031704095112285,0.8835657509839278,394,363,py27
classifier_translocator_protein,0.8000000000000002,0.8980314960629922,5,5,py27
classifier_calcium_calmodulin_dependent_3_5_cyclic_nucleotide_phosphodiesterase_1c,0.8000000000000002,0.8976958525345623,5,5,py27
classifier_somatostatin_receptor_type_4,0.8000000000000002,0.9563731722822633,13,17,py35
classifier_glutamate_receptor_ionotropic_kainate_5,0.8000000000000002,0.8966887417218543,5,5,py27
classifier_carnitine_o_palmitoyltransferase_1_muscle_isoform,0.8,0.8333333333333333,9,6,py35
classifier_voltage_dependent_t_type_calcium_channel_subunit_alpha_1h,0.8,0.8333333333333333,18,12,py35
classifier_potassium_sodium_hyperpolarization_activated_cyclic_nucleotide_gated_channel_1,0.8,0.9937106918238994,4,6,py35
classifier_fatty_acid_binding_protein_adipocyte,0.8,0.8333333333333333,9,6,py35
classifier_potassium_voltage_gated_channel_subfamily_kqt_member_1,0.8,0.9957081545064378,4,6,py35
classifier_leucyl_cystinyl_aminopeptidase,0.8,0.996742671009772,4,6,py27
classifier_gamma_aminobutyric_acid_receptor_subunit_beta_3,0.8,0.8333333333333333,9,6,py35
classifier_activated_cdc42_kinase_1,0.8,0.9507140369209335,11,14,py27
classifier_proteasome_subunit_beta_type_8,0.8,0.9962962962962962,4,6,py35
classifier_acid_ceramidase,0.8,0.996742671009772,4,6,py27
classifier_cysteinyl_leukotriene_receptor_2,0.8,0.8333333333333333,6,4,py27
classifier_mitogen_activated_protein_kinase_kinase_kinase_7,0.7999999999999999,0.9229534510433387,7,8,py27
classifier_rho_associated_protein_kinase_1,0.7999999999999999,0.8686302311592333,27,23,py27
classifier_mitogen_activated_protein_kinase_9,0.7894736842105262,0.9359590792838874,17,21,py35
classifier_tankyrase_1,0.7868852459016393,0.8329704886308659,36,25,py27
classifier_5_hydroxytryptamine_receptor_2b,0.783068783068783,0.8608030603935629,102,87,py27
classifier_carbonic_anhydrase_6,0.782608695652174,0.8877481600593728,23,23,py27
classifier_cathepsin_g,0.7826086956521738,0.8727678571428571,12,11,py27
classifier_dipeptidyl_peptidase_9,0.7792207792207793,0.8554894179894181,42,35,py27
classifier_m_phase_inducer_phosphatase_2,0.7777777777777778,0.8863313441318557,9,9,py35
classifier_transmembrane_domain_containing_protein_tmigd3,0.7777777777777778,0.9950980392156863,7,11,py27
classifier_5_hydroxytryptamine_receptor_5a,0.7777777777777778,0.8181818181818181,22,14,py27
classifier_histamine_h2_receptor,0.7777777777777777,0.9286764705882352,8,10,py27
classifier_poly_adp_ribose_polymerase_2,0.7777777777777777,0.8489878542510122,10,8,py27
classifier_indoleamine_2_3_dioxygenase_1,0.7777777777777777,0.8487489574645537,30,24,py27
classifier_aldo_keto_reductase_family_1_member_b10,0.7692307692307693,0.8125,8,5,py35
classifier_potassium_sodium_hyperpolarization_activated_cyclic_nucleotide_gated_channel_4,0.7692307692307693,0.9909638554216867,5,8,py35
classifier_tissue_type_plasminogen_activator,0.7692307692307692,0.8324209245742092,15,11,py27
classifier_hematopoietic_prostaglandin_d_synthase,0.7647058823529411,0.9017373646209387,16,18,py35
classifier_prostacyclin_receptor,0.761904761904762,0.8615443134271586,11,10,py35
classifier_transcription_factor_ap_1,0.761904761904762,0.9394193188163037,9,12,py35
classifier_phosphatidylinositol_4_5_bisphosphate_3_kinase_catalytic_subunit_gamma_isoform,0.7567567567567568,0.8086149353358364,68,43,py27
classifier_cyclin_dependent_kinase_1,0.7547169811320754,0.8217754921822242,31,22,py27
classifier_discoidin_domain_containing_receptor_2,0.75,0.872854077253219,4,4,py35
classifier_protein_tyrosine_kinase_2_beta,0.75,0.8691176470588236,8,8,py35
classifier_tyrosine_protein_kinase_lyn,0.75,0.8319482917820867,9,7,py27
classifier_n_acylethanolamine_hydrolyzing_acid_amidase,0.75,0.8727876106194691,4,4,py27
classifier_protein_arginine_n_methyltransferase_6,0.7499999999999999,0.8,5,3,py27
classifier_cathepsin_e,0.7499999999999999,0.9936305732484076,6,10,py35
classifier_neuropeptide_ff_receptor_1,0.7499999999999999,0.8,5,3,py27
classifier_hypoxanthine_guanine_phosphoribosyltransferase,0.7499999999999999,0.8,5,3,py27
classifier_alpha_synuclein,0.7407407407407407,0.7941176470588236,17,10,py27
classifier_gamma_aminobutyric_acid_receptor_subunit_alpha_3,0.7368421052631579,0.8170480313337455,11,8,py35
classifier_gamma_aminobutyric_acid_receptor_subunit_alpha_1,0.73015873015873,0.826056338028169,35,28,py35
classifier_amine_oxidase_flavin_containing_a,0.7272727272727274,0.7936665192392747,102,63,py27
classifier_receptor_tyrosine_protein_kinase_erbb_4,0.7272727272727273,0.9935622317596566,4,7,py27
classifier_toll_like_receptor_9,0.7272727272727273,0.9905660377358491,4,7,py27
classifier_caspase_6,0.7200000000000001,0.9034219748505464,11,14,py35
classifier_alpha_2b_adrenergic_receptor,0.7169811320754716,0.8254494547597996,29,24,py27
classifier_kynurenine_3_monooxygenase,0.7142857142857143,0.7777777777777778,9,5,py27
classifier_extracellular_calcium_sensing_receptor,0.7142857142857143,0.7777777777777778,18,10,py35
classifier_nitric_oxide_synthase_endothelial,0.7142857142857143,0.7777777777777778,18,10,py27
classifier_cytochrome_p450_3a4,0.7142857142857143,0.7777777777777778,9,5,py27
classifier_lim_domain_kinase_1,0.7058823529411765,0.8305632502308402,9,8,py27
classifier_receptor_type_tyrosine_protein_phosphatase_c,0.6666666666666666,0.75,10,5,py35
classifier_aldo_keto_reductase_family_1_member_c1,0.6666666666666666,0.75,6,3,py27
classifier_toll_like_receptor_4,0.6666666666666666,0.75,4,2,py27
classifier_voltage_dependent_t_type_calcium_channel_subunit_alpha_1i,0.6666666666666666,0.75,4,2,py35
classifier_dual_specificity_protein_kinase_clk1,0.6666666666666666,0.75,4,2,py27
classifier_chymotrypsinogen_b,0.6666666666666666,0.75,4,2,py27
classifier_voltage_dependent_calcium_channel_subunit_alpha_2_delta_2,0.6666666666666666,0.75,8,4,py35
classifier_proteasome_subunit_beta_type_1,0.6666666666666666,0.8491214667685256,7,8,py27
classifier_histone_arginine_methyltransferase_carm1,0.6666666666666666,0.75,4,2,py35
classifier_lysine_specific_demethylase_6b,0.6666666666666666,0.75,6,3,py27
classifier_sodium_channel_protein_type_2_subunit_alpha,0.6666666666666666,0.75,24,12,py35
classifier_tyrosine_protein_kinase_receptor_tyro3,0.6666666666666666,0.75,8,4,py27
classifier_ectonucleotide_pyrophosphatase_phosphodiesterase_family_member_1,0.6666666666666665,0.7966887417218543,5,4,py27
classifier_tyrosine_protein_kinase_receptor_ufo,0.6666666666666665,0.7979757085020243,5,4,py27
classifier_vascular_endothelial_growth_factor_receptor_3,0.6451612903225806,0.7752652149637075,18,13,py27
classifier_sodium_channel_protein_type_8_subunit_alpha,0.6153846153846153,0.8227699530516431,6,7,py35
classifier_sodium_channel_protein_type_1_subunit_alpha,0.6153846153846153,0.7222222222222222,9,4,py35
classifier_histone_deacetylase_5,0.6153846153846153,0.7344364847139542,17,9,py27
classifier_gamma_aminobutyric_acid_receptor_subunit_gamma_2,0.6153846153846153,0.7222222222222222,9,4,py35
classifier_aurora_kinase_c,0.6,0.7142857142857143,7,3,py35
classifier_macrophage_migration_inhibitory_factor,0.6,0.8694444444444445,4,6,py35
classifier_cytosolic_phospholipase_a2_beta,0.6,0.7142857142857143,7,3,py27
classifier_transient_receptor_potential_cation_channel_subfamily_v_member_4,0.6,0.7142857142857143,7,3,py35
classifier_gamma_aminobutyric_acid_receptor_subunit_beta_2,0.5714285714285715,0.7481481481481481,4,3,py35
classifier_dual_specificity_protein_kinase_clk4,0.5714285714285715,0.7,5,2,py35
classifier_proto_oncogene_tyrosine_protein_kinase_ros,0.5714285714285715,0.9894736842105264,4,10,py27
classifier_intermediate_conductance_calcium_activated_potassium_channel_protein_4,0.5714285714285715,0.8244837758112094,9,12,py35
classifier_glycine_receptor_subunit_alpha_1,0.5714285714285715,0.7477876106194691,4,3,py35
classifier_small_conductance_calcium_activated_potassium_channel_protein_3,0.5714285714285715,0.7468553459119497,4,3,py35
classifier_gamma_aminobutyric_acid_receptor_subunit_alpha_4,0.5454545454545454,0.7429577464788732,6,5,py35
classifier_neuronal_acetylcholine_receptor_subunit_alpha_3,0.5454545454545454,0.7429577464788732,6,5,py35
classifier_dna_topoisomerase_2_alpha,0.5,0.7394366197183099,6,6,py27
classifier_transthyretin,0.5,0.709478021978022,7,5,py35
classifier_acetylcholine_receptor_subunit_alpha,0.5,0.6666666666666666,6,2,py35
classifier_macrophage_stimulating_protein_receptor,0.4444444444444445,0.6428571428571428,7,2,py27
classifier_tyrosine_protein_kinase_fyn,0.4444444444444444,0.6636363636363636,6,3,py27
classifier_3_beta_hydroxysteroid_delta_8_delta_7_isomerase,0.4,0.625,4,1,py27
classifier_sodium_channel_protein_type_3_subunit_alpha,0.39999999999999997,0.8578326180257511,4,11,py35
classifier_tyrosine_protein_kinase_yes,0.3636363636363636,0.6111111111111112,9,2,py27
classifier_dual_specificity_protein_phosphatase_3,0.33333333333333337,0.6,5,1,py27
classifier_cytochrome_p450_2d6,0.28571428571428575,0.621742671009772,4,3,py35
classifier_cytochrome_p450_2c19,0.26666666666666666,0.7342105263157895,4,11,py35
classifier_fad_linked_sulfhydryl_oxidase_alr,0.24285714285714285,0.5844144884337104,96,44,py27
classifier_cytochrome_p450_2c9,0.22222222222222224,0.6124213836477987,4,5,py27
classifier_p_selectin,0.2222222222222222,0.5625,8,1,py27
classifier_fatty_acid_binding_protein_heart,0.0,0.5,5,0,py27
classifier_creb_binding_protein,0.0,0.5,7,0,py27
classifier_wd_repeat_containing_protein_5,0.0,0.5,6,0,py27
classifier_cathepsin_f,0.0,0.5,8,0,py27
classifier_aryl_hydrocarbon_receptor,0.0,0.5,9,0,py35
